7/25/21,16:01:14,695,57,700,118,549
7/25/21,16:01:15,695,57,700,118,549
7/25/21,16:01:16,695,58,700,119,549
7/25/21,16:01:17,695,57,700,119,549
7/25/21,16:01:18,695,58,700,113,549
7/25/21,16:01:19,695,55,700,113,549
7/25/21,16:01:20,695,58,700,119,549
7/25/21,16:01:21,695,56,700,123,549
7/25/21,16:01:23,695,59,700,126,549
7/25/21,16:01:24,695,57,700,81,549
7/25/21,16:01:25,695,61,700,365,549
7/25/21,16:01:26,695,92,700,344,549
7/25/21,16:01:27,695,93,700,200,549
7/25/21,16:01:28,695,87,700,208,548
7/25/21,16:01:29,695,93,700,427,549
7/25/21,16:01:30,695,98,700,1541,549
7/25/21,16:01:31,695,96,700,749,549
7/25/21,16:01:32,695,93,700,444,549
7/25/21,16:01:33,695,89,700,281,549
7/25/21,16:01:34,695,84,700,293,549
7/25/21,16:01:35,695,86,700,332,549
7/25/21,16:01:36,695,90,700,306,549
7/25/21,16:01:37,695,92,700,349,549
7/25/21,16:01:38,695,94,700,339,549
7/25/21,16:01:39,695,91,700,375,549
7/25/21,16:01:40,695,97,700,329,549
7/25/21,16:01:41,695,87,700,348,549
7/25/21,16:01:42,695,86,700,350,549
7/25/21,16:01:43,695,93,700,356,549
7/25/21,16:01:44,695,88,700,358,549
7/25/21,16:01:45,695,94,700,337,549
7/25/21,16:01:46,695,83,700,373,549
7/25/21,16:01:47,695,93,700,367,549
7/25/21,16:01:48,695,88,700,381,549
7/25/21,16:01:49,695,90,700,384,549
7/25/21,16:01:50,695,94,700,350,549
7/25/21,16:01:51,695,85,700,341,549
7/25/21,16:01:52,695,86,700,317,549
7/25/21,16:01:53,695,94,700,353,548
7/25/21,16:01:54,695,97,700,352,549
7/25/21,16:01:55,695,95,700,324,549
7/25/21,16:01:56,695,87,700,393,548
7/25/21,16:01:57,695,88,700,313,549
7/25/21,16:01:58,695,91,700,336,549
7/25/21,16:01:59,695,92,700,328,549
7/25/21,16:02:00,695,91,700,334,549
7/25/21,16:02:01,695,84,700,372,549
7/25/21,16:02:02,695,84,700,311,549
7/25/21,16:02:03,695,90,700,323,549
7/25/21,16:02:04,695,88,700,326,549
7/25/21,16:02:05,695,78,700,400,548
7/25/21,16:02:07,695,86,700,384,549
7/25/21,16:02:08,695,94,700,349,549
7/25/21,16:02:09,695,89,700,333,549
7/25/21,16:02:10,695,83,700,355,548
7/25/21,16:02:11,695,83,700,349,548
7/25/21,16:02:12,695,86,700,464,549
7/25/21,16:02:13,695,89,700,335,548
7/25/21,16:02:14,695,94,700,358,548
7/25/21,16:02:15,695,95,700,374,548
7/25/21,16:02:16,695,95,700,350,549
7/25/21,16:02:17,695,85,700,362,548
7/25/21,16:02:18,695,86,700,302,549
7/25/21,16:02:19,695,91,700,310,549
7/25/21,16:02:20,695,90,700,354,548
7/25/21,16:02:21,695,89,700,328,548
7/25/21,16:02:22,695,96,700,309,548
7/25/21,16:02:23,695,95,700,297,548
7/25/21,16:02:24,695,83,700,302,548
7/25/21,16:02:25,695,83,700,331,548
7/25/21,16:02:26,695,84,700,302,548
7/25/21,16:02:27,695,81,700,349,548
7/25/21,16:02:28,695,98,700,328,548
7/25/21,16:02:29,695,99,700,316,548
7/25/21,16:02:30,695,93,700,336,548
7/25/21,16:02:31,695,96,700,326,548
7/25/21,16:02:32,695,88,700,332,548
7/25/21,16:02:33,695,81,700,320,548
7/25/21,16:02:34,695,86,700,341,548
7/25/21,16:02:35,695,91,700,331,548
7/25/21,16:02:36,695,97,700,349,548
7/25/21,16:02:37,695,91,700,334,548
7/25/21,16:02:38,695,88,700,327,548
7/25/21,16:02:39,695,90,700,312,548
7/25/21,16:02:40,695,86,700,327,548
7/25/21,16:02:41,695,81,700,351,548
7/25/21,16:02:42,695,82,700,345,548
7/25/21,16:02:43,695,93,700,330,548
7/25/21,16:02:44,695,87,700,327,548
7/25/21,16:02:45,695,82,700,334,548
7/25/21,16:02:46,695,96,700,312,548
7/25/21,16:02:47,695,101,700,332,548
7/25/21,16:02:48,695,101,700,313,548
7/25/21,16:02:49,695,99,700,320,548
7/25/21,16:02:51,695,97,700,328,548
7/25/21,16:02:52,695,81,700,343,548
7/25/21,16:02:53,695,91,700,332,548
7/25/21,16:02:54,695,91,700,332,548
7/25/21,16:02:55,695,105,700,351,548
7/25/21,16:02:56,695,95,700,344,548
7/25/21,16:02:57,695,81,700,338,548
7/25/21,16:02:58,695,89,700,347,548
7/25/21,16:02:59,695,95,700,345,548
7/25/21,16:03:00,695,97,700,332,548
7/25/21,16:03:01,695,89,700,1166,548
7/25/21,16:03:02,695,63,700,80,548
7/25/21,16:03:03,695,53,700,61,548
7/25/21,16:03:04,695,55,700,1150,548
7/25/21,16:03:05,695,60,700,267,548
7/25/21,16:03:06,695,57,700,167,548
7/25/21,16:03:19,695,58,700,171,548
7/25/21,16:03:20,695,58,700,171,548
7/25/21,16:03:21,695,63,700,373,548
7/25/21,16:03:22,695,52,700,75,548
7/25/21,16:03:23,695,85,700,1543,548
7/25/21,16:03:24,695,85,700,2246,548
7/25/21,16:03:25,695,95,700,3081,548
7/25/21,16:03:26,695,123,700,4120,548
7/25/21,16:03:27,695,91,700,3490,548
7/25/21,16:03:28,695,90,700,1374,547
7/25/21,16:03:29,695,89,700,410,548
7/25/21,16:03:30,695,88,700,241,548
7/25/21,16:03:31,695,90,700,277,548
7/25/21,16:03:32,695,87,700,319,548
7/25/21,16:03:33,695,87,700,384,548
7/25/21,16:03:35,695,92,700,501,548
7/25/21,16:03:36,695,89,700,474,548
7/25/21,16:03:37,695,91,700,418,548
7/25/21,16:03:38,695,83,700,667,548
7/25/21,16:03:39,695,99,700,605,548
7/25/21,16:03:40,695,89,700,459,548
7/25/21,16:03:41,695,90,700,716,548
7/25/21,16:03:42,695,84,700,827,548
7/25/21,16:03:43,695,99,700,949,548
7/25/21,16:03:44,695,88,700,913,548
7/25/21,16:03:45,695,92,700,924,548
7/25/21,16:03:46,695,87,700,928,548
7/25/21,16:03:47,695,94,700,1042,547
7/25/21,16:03:48,695,94,700,931,548
7/25/21,16:03:49,695,89,700,903,548
7/25/21,16:03:50,695,94,700,973,548
7/25/21,16:03:51,695,90,700,903,548
7/25/21,16:03:52,695,97,700,886,547
7/25/21,16:03:53,695,88,700,891,548
7/25/21,16:03:54,695,98,700,1289,548
7/25/21,16:03:55,695,85,700,917,548
7/25/21,16:03:56,695,91,700,963,548
7/25/21,16:03:57,695,86,700,889,548
7/25/21,16:03:58,695,88,700,912,548
7/25/21,16:03:59,695,93,700,1008,547
7/25/21,16:04:00,695,87,700,1057,548
7/25/21,16:04:01,695,89,700,1095,548
7/25/21,16:04:02,695,87,700,1058,547
7/25/21,16:04:03,695,92,700,665,547
7/25/21,16:04:04,695,92,700,571,548
7/25/21,16:04:05,695,91,700,727,547
7/25/21,16:04:06,695,84,700,743,547
7/25/21,16:04:07,695,90,700,646,547
7/25/21,16:04:08,695,86,700,541,547
7/25/21,16:04:09,695,96,700,444,547
7/25/21,16:04:10,695,95,700,441,547
7/25/21,16:04:11,695,88,700,438,547
7/25/21,16:04:12,695,89,700,479,547
7/25/21,16:04:13,695,94,700,498,547
7/25/21,16:04:14,695,98,700,471,547
7/25/21,16:04:15,695,85,700,484,547
7/25/21,16:04:16,695,87,700,420,547
7/25/21,16:04:18,695,94,700,422,547
7/25/21,16:04:19,695,86,700,447,547
7/25/21,16:04:20,695,91,700,465,547
7/25/21,16:04:21,695,89,700,454,548
7/25/21,16:04:22,695,87,700,438,547
7/25/21,16:04:23,695,93,700,866,547
7/25/21,16:04:24,695,96,700,520,547
7/25/21,16:04:25,695,90,700,496,548
7/25/21,16:04:26,695,95,700,592,547
7/25/21,16:04:27,695,90,700,538,547
7/25/21,16:04:28,695,87,700,486,547
7/25/21,16:04:29,695,96,700,471,547
7/25/21,16:04:30,695,91,700,466,547
7/25/21,16:04:31,695,92,700,474,547
7/25/21,16:04:32,695,96,700,476,547
7/25/21,16:04:33,695,89,700,443,547
7/25/21,16:04:34,695,87,700,471,547
7/25/21,16:04:35,695,100,700,429,547
7/25/21,16:04:36,695,88,700,449,547
7/25/21,16:04:37,695,90,700,449,547
7/25/21,16:04:38,695,88,700,476,547
7/25/21,16:04:39,695,88,700,516,547
7/25/21,16:04:40,695,93,700,557,547
7/25/21,16:04:41,695,93,700,589,547
7/25/21,16:04:42,695,89,700,571,547
7/25/21,16:04:43,695,98,700,512,547
7/25/21,16:04:44,695,93,700,498,547
7/25/21,16:04:45,695,86,700,514,547
7/25/21,16:04:46,695,89,700,497,547
7/25/21,16:04:47,695,91,700,533,547
7/25/21,16:04:48,695,88,700,425,547
7/25/21,16:04:49,695,84,700,440,547
7/25/21,16:04:50,695,88,700,475,547
7/25/21,16:04:51,695,94,700,431,547
7/25/21,16:04:52,695,84,700,427,547
7/25/21,16:04:53,695,89,700,423,547
7/25/21,16:04:54,695,82,700,450,547
7/25/21,16:04:55,695,90,700,453,547
7/25/21,16:04:56,695,87,700,468,547
7/25/21,16:04:57,695,87,700,478,547
7/25/21,16:04:58,695,92,700,452,547
7/25/21,16:04:59,695,84,700,435,547
7/25/21,16:05:00,695,84,700,479,547
7/25/21,16:05:02,695,84,700,531,547
7/25/21,16:05:03,695,85,700,516,547
7/25/21,16:05:04,695,88,700,602,547
7/25/21,16:05:05,695,87,700,554,547